,Bigram,Count
22079,desse valor,16
22076,pediu vista,16
21696,últimos tempos,16
22073,Petrobrás Renato,16
22062,deve passar,16
22053,Lula ser,16
22051,DIREITOS RESERVADOS,16
22009,graves problemas,16
22048,relatório sobre,16
22035,vicepresidente Michel,16
22034,valores recebidos,16
22022,Nas alegações,16
22020,outro ponto,16
22018,cometeu abuso,16
21928,relações institucionais,16
22001,juiz pode,16
21908,corre risco,16
21835,última quinta,16
21822,ser contra,16
21818,vida toda,16
21815,parte dessa,16
21814,dez vezes,16
21803,disse Não,16
21788,nessa época,16
21781,inaudível Joesley,16
21774,ser objeto,16
21754,desde abril,16
21753,deputado afastado,16
21749,comunicado oficial,16
21904,Temer jamais,16
21734,forças políticas,16
21703,virou réu,16
21700,prestou serviços,16
21826,diretório estadual,16
21805,cometeu crime,16
21876,nenhum crime,16
21866,23a fase,16
21836,nova versão,16
21899,Pessoa Jurídica,16
21892,próprio tribunal,16
21888,refletir sobre,16
21877,outros líderes,16
21874,quase sempre,16
21896,Habeas Corpus,16
21902,última terça,16
21864,cumpre prisão,16
21860,Silva filho,16
21859,próprio expresidente,16
21845,homicídio qualificado,16
21838,atuação política,16
24002,havia determinado,15
23969,Península Coreana,15
24001,Norte disse,15
23995,força militar,15
23983,mesma maneira,15
23979,duas partes,15
23976,sobre Lula,15
23939,João Muniz,15
23951,único país,15
23968,Partido Republicano,15
23964,Segundo Palocci,15
23957,São Sebastião,15
23955,Campos Gerais,15
23936,recursos humanos,15
23949,Trump diz,15
23940,países emergentes,15
23938,Mais recentemente,15
24018,acordos comerciais,15
24015,ser interrogado,15
24089,listou notícias,15
24021,acordo firmado,15
24082,900 mil,15
24102,definição sobre,15
24100,áreas onde,15
23920,sistema judicial,15
24097,embaixada americana,15
24092,causou polêmica,15
24091,Ele passou,15
24086,OAS José,15
24085,Administração Pública,15
24079,testemunhas ouvidas,15
24028,alguns minutos,15
24067,acaba sendo,15
24062,pode ver,15
24053,importante ressaltar,15
24046,primeiro governo,15
24044,Hospital Municipal,15
24041,apenas seis,15
24040,bala perdida,15
24030,Estado Rex,15
23922,processos criminais,15
23777,salários atrasados,15
23917,determinação judicial,15
23779,Rogério Rosso,15
23809,Federal investiga,15
23807,milhões cada,15
23804,Bolonha Funaro,15
23803,Lúcio Bolonha,15
23802,ninguém vai,15
23800,qualquer empresário,15
23793,medidas cabíveis,15
23785,tomar banho,15
23773,estádio Mané,15
23819,Exame Nacional,15
23765,Controladoria Geral,15
23756,dois deputados,15
23740,semestre deste,15
23736,ser realizado,15
23720,lista tríplice,15
23718,dois testes,15
23717,líder Kim,15
24114,furacão Irma,15
23813,tentou contato,15
23820,Viana PTAC,15
23907,João Gebran,15
23872,Nicolao Dino,15
23903,arma nuclear,15
23901,podemos ter,15
23894,segundo informações,15
23886,saber sobre,15
23881,diferentes tipos,15
23877,fazer delação,15
23875,mil processos,15
23874,Justiça Alexandre,15
23870,dando aval,15
23830,João Baptista,15
23859,apuração sobre,15
23855,passou mal,15
23843,qualquer ilícito,15
23838,Temer falou,15
23836,TRF4 Tribunal,15
23835,Nelson Marchezan,15
23833,diz Ele,15
23831,comentar sobre,15
24112,efeito estufa,15
24443,influência política,15
24117,Trump sobre,15
24357,defesa nega,15
24423,Montes Claros,15
24422,bancada evangélica,15
24416,suposta tentativa,15
24406,homicídio doloso,15
24393,processo seletivo,15
24381,Renan Jucá,15
24366,disse Gilmar,15
24362,Senado pode,15
24338,ocupar cargos,15
24427,Advocacia Geral,15
24330,pedir ajuda,15
24324,Odebrecht OAS,15
24321,presidente licenciado,15
24318,quer fazer,15
24311,segundo apurou,15
24307,governo deve,15
24305,senador disse,15
24303,Fazenda Antonio,15
24425,forças policiais,15
24431,Grupo Especial,15
24294,segundo levantamento,15
24503,Costa Neto,15
23706,parecer sobre,15
24525,Hélio Luz,15
24524,TEM NOTÍCIAS,15
24519,suspeita Segundo,15
24518,José Antônio,15
24511,Veja aqui,15
24508,vai entregar,15
24506,Brasil Segundo,15
24500,defesa ainda,15
24435,Zveiter PMDBRJ,15
24493,vez menos,15
24487,Operação Aletheia,15
24474,quero ser,15
24473,Ivan Valente,15
24462,energia solar,15
24455,Fernando Coelho,15
24442,telefone celular,15
24439,neste sentido,15
24298,Fátima Bezerra,15
24292,expresidente jamais,15
24118,mudança climática,15
24172,dois principais,15
24205,durante entrevista,15
24203,padrinho político,15
24197,dois mil,15
24190,nova política,15
24189,deve chegar,15
24187,ser presa,15
24186,Wyllys PSOLRJ,15
24182,Quem sabe,15
24169,elite política,15
24207,terceiro mandato,15
24167,Federal informou,15
24161,três primeiros,15
24159,pode criar,15
24157,direitos autorais,15
24154,tempo suficiente,15
24151,indícios suficientes,15
24148,contou sobre,15
24121,sobre temas,15
24206,contratos milionários,15
24208,2016 após,15
24286,projeto ainda,15
24253,ainda conforme,15
24284,ter perdido,15
24280,ser aplicada,15
24279,outro homem,15
24277,justiça social,15
24271,pudesse ter,15
24263,Costa PTPE,15
24262,desde novembro,15
24254,Militar informou,15
24245,residência onde,15
24219,instituição financeira,15
24243,Construtora Norberto,15
24240,presos políticos,15
24239,Muitas pessoas,15
24226,situação financeira,15
24223,pessoa humana,15
24222,regime domiciliar,15
24221,novos crimes,15
24220,dados pessoais,15
23715,Sul Moon,15
24005,tomar conhecimento,15
23701,desviar recursos,15
23069,Lula criticou,15
23114,vai encontrar,15
23105,Horas antes,15
23104,Jato vai,15
23101,deve seguir,15
23093,poderia levar,15
23088,elevador privativo,15
23085,crimes imputados,15
23073,200 pessoas,15
23066,nunca viu,15
23116,autoridades locais,15
23062,direitos trabalhistas,15
23060,entidades sindicais,15
23056,Sem Medo,15
23055,Povo Sem,15
23048,abre mão,15
23045,decidiu manter,15
23034,pode perder,15
23026,Amaral exPTMS,15
23115,atividade física,15
23118,grande desafio,15
23004,consegue fazer,15
23181,vários outros,15
23214,Luis Cláudio,15
23211,onde vai,15
23205,Jato deflagrada,15
23198,alguns membros,15
23189,Eles sabem,15
23188,poder fazer,15
23184,fazer frente,15
23182,provas sobre,15
23180,novas investigações,15
23122,Temer Ele,15
23176,crimes graves,15
23155,Lula informou,15
23154,alemã Angela,15
23149,assuntos relacionados,15
23144,plataformas digitais,15
23138,Roberto Marinho,15
23137,Grupo Globo,15
23123,ter alguma,15
23005,Roberto Carlos,15
22994,algo errado,15
23222,pode afetar,15
22833,corrupção contra,15
22873,momento político,15
22863,livro sobre,15
22860,Para alguns,15
22852,Nessa época,15
22850,outros membros,15
22843,sentença Moro,15
22840,Lula Não,15
22839,propina destinada,15
22829,quase todas,15
22877,nenhum problema,15
22820,bom trabalho,15
22816,Mas apesar,15
22815,Marcelo Freixo,15
22808,pessoas comuns,15
22804,água potável,15
22783,desde 2001,15
22775,sido procurado,15
23700,Hospital Ouro,15
22875,pode esperar,15
22879,ter medo,15
22984,região onde,15
22942,procuradores federais,15
22980,Nas eleições,15
22979,Rússia Índia,15
22976,Lula chegou,15
22975,morreu nesta,15
22969,Paulo Câmara,15
22960,Vallisney Oliveira,15
22952,juiz substituto,15
22945,Eduardo Carnelós,15
22935,ser baleado,15
22884,Para tentar,15
22931,Ele negou,15
22930,Rio Ele,15
22928,Roberto Podval,15
22927,vídeo gravado,15
22918,qualquer envolvimento,15
22917,menos sete,15
22905,apenas alguns,15
22888,futebol brasileiro,15
23218,dois inquéritos,15
23000,sido aprovada,15
23238,estupro coletivo,15
23560,querem fazer,15
23590,dinheiro ilícito,15
23588,após deixar,15
23584,Napoleão Nunes,15
23583,relator Herman,15
23580,amigo querido,15
23576,Burger King,15
23572,Petrobras Paulo,15
23567,Ele pediu,15
23559,dão conta,15
23606,mesma pessoa,15
23544,Pelo texto,15
23542,fazer campanha,15
23539,sistema operacional,15
23534,ganhar tempo,15
23521,ter repassado,15
23496,única saída,15
23492,Batista entregou,15
23479,Wall Street,15
23602,presidente cassada,15
23608,120 mil,15
23472,próprio ministro,15
23659,Robinson Faria,15
23244,algo novo,15
23698,Organização Social,15
23690,abriu inquérito,15
23680,pior recessão,15
23679,Diante desse,15
23672,ocorre após,15
23666,próprio Supremo,15
23662,chamado foro,15
23658,atual governador,15
23611,podem ajudar,15
23654,alguns exemplos,15
23653,dinheiro segundo,15
23647,vão além,15
23640,favorecer empresas,15
23639,Federal concluiu,15
23637,marqueteiros João,15
23633,JBS disse,15
23619,região Sul,15
23478,ainda podem,15
23596,Algumas pessoas,15
23307,Curitiba desde,15
23348,pesquisas eleitorais,15
23345,durante toda,15
23339,164A triplex,15
23323,precisa fazer,15
23322,população local,15
23318,polícia investiga,15
23310,procuradores afirmam,15
23309,aqui porque,15
23305,Executivo federal,15
23304,alguns trechos,15
23288,agenda positiva,15
23285,qualquer atividade,15
23283,ter entrado,15
23282,Não importa,15
23279,duas primeiras,15
23271,projeto político,15
23263,têm relação,15
23259,delator afirmou,15
23467,outros nomes,15
23245,vai querer,15
23347,Federal PRF,15
23332,prova suficiente,15
23430,Temer nesta,15
23414,exdeputado Rodrigo,15
23464,Nos casos,15
23458,legislação vigente,15
23453,Ricardo Ferraço,15
23445,pode começar,15
23435,Planalto divulgou,15
23433,Perrella PMDBMG,15
23432,Frederico Marques,15
23353,presidente Vladimir,15
23420,segundo plano,15
23412,Policiais Federais,15
23397,ligações telefônicas,15
23386,qualquer país,15
23378,líderes políticos,15
23370,negou pedido,15
23357,Questionada sobre,15
23356,350 mil,15
23355,tanta gente,15
25813,expresidente apresentou,14
25804,seis ministros,14
25803,podem chegar,14
25812,dessa nova,14
25840,comércio exterior,14
25814,lei brasileira,14
25825,corrida armamentista,14
25833,estado democrático,14
25792,economia global,14
25798,Lula pediu,14
25969,afirmou durante,14
25790,dois crimes,14
25786,zona desmilitarizada,14
25785,primeira viagem,14
25782,pessoa pode,14
25764,desde 2016,14
25762,pessoas jurídicas,14
25761,dessas empresas,14
25759,bom relacionamento,14
25857,deputado Arthur,14
25742,quase duas,14
25847,réus condenados,14
25966,forma diferente,14
25858,manobras militares,14
25874,Mansur PRBSP,14
25729,evitar delação,14
25958,gente nunca,14
25947,política internacional,14
25945,longo período,14
25938,ser punida,14
25935,possa fazer,14
25929,Civil informou,14
25924,desse ano,14
25923,diversos partidos,14
25911,Moro afirma,14
25907,fazer alguma,14
25901,mesma data,14
25895,foto acima,14
25893,muitos países,14
25888,Ana Maria,14
25880,precisa passar,14
25879,Pela lei,14
25878,Senado aprovou,14
25876,sírio Bashar,14
25731,três Poderes,14
25520,acusação feita,14
25726,instabilidade política,14
25603,senadores Aécio,14
25593,apresentada contra,14
25584,sido eleito,14
25582,consciência tranquila,14
25580,paciência estratégica,14
25577,República Popular,14
25576,Guimarães PTCE,14
25572,líder petista,14
25569,ser responsabilizado,14
25562,Corat Júnior,14
25557,Assuntos Jurídicos,14
25555,tanto quanto,14
25550,ser punido,14
25549,Emenda Constitucional,14
25529,supostamente ter,14
25528,deve sair,14
25527,fez nada,14
25523,pagamentos indevidos,14
25519,valores provenientes,14
25987,vítimas fatais,14
25596,INSTITUTO LULA,14
25611,Temer MDB,14
25724,delator disse,14
25612,sistema previdenciário,14
25721,decisões tomadas,14
25706,próximo governo,14
25705,pode votar,14
25704,Isso acontece,14
25698,Wagner Rossi,14
25695,funções parlamentares,14
25693,poderá recorrer,14
25691,usar recursos,14
25687,Brasil Ele,14
25682,Baptista Lima,14
25678,ser identificada,14
25674,corrupção sistêmica,14
25671,ser necessário,14
25659,importante ter,14
25654,campanha política,14
25644,maior tempo,14
25630,possam ter,14
25622,110 milhões,14
25620,pedir demissão,14
25975,vai funcionar,14
26389,Gilberto Chierice,14
25994,país Não,14
26321,luz azul,14
26315,outra mulher,14
26312,Sérgio Guerra,14
26309,hip hop,14
26293,contato direto,14
26287,Fundo Penitenciário,14
26286,Paulo AbiAckel,14
26284,última eleição,14
26280,Anísio Jobim,14
26274,Andrade Faria,14
26271,naquela ocasião,14
26266,Arte Moderna,14
26262,anos seguintes,14
26259,sexo masculino,14
26257,têm capacidade,14
26241,admitiu ter,14
26227,casos confirmados,14
26224,Teatro Gil,14
26222,Teatro Castro,14
26218,Moro aceitou,14
26316,vai estar,14
26323,eventual prisão,14
26216,Procuradoria Regional,14
26326,ataques terroristas,14
26401,suicídio assistido,14
26395,Pedro Parente,14
26394,Partido Socialista,14
25497,ano Segundo,14
26388,vai contar,14
26386,carro oficial,14
26384,Carlinhos Cachoeira,14
26383,empresa sueca,14
26374,Gilberto Occhi,14
26369,Pacheco PMDBMG,14
26366,Levantamento feito,14
26360,mulheres negras,14
26359,antes durante,14
26357,agiu dentro,14
26355,Luis Roberto,14
26341,Carvalho Filho,14
26333,suposta organização,14
26332,três suspeitos,14
26330,quer ter,14
26217,sobre qualquer,14
26215,Bezerra Coelho,14
25997,ogivas nucleares,14
26079,gente boa,14
26069,Janot pede,14
26067,desde janeiro,14
26065,queixa contra,14
26064,Poliana Bagatini,14
26063,Victor Chaves,14
26061,pode pagar,14
26059,polêmica envolvendo,14
26056,salvar vidas,14
26041,condições financeiras,14
26040,Vamos fazer,14
26038,ser submetido,14
26037,gente sempre,14
26032,ser reconhecida,14
26030,respondeu perguntas,14
26029,CBN Amazônia,14
26012,Norte Otan,14
26009,outro caminho,14
26006,enriquecimento ilícito,14
26002,principais aliados,14
26072,diz Ela,14
26083,impressões digitais,14
26204,mandato presidencial,14
26086,Letícia chegou,14
26200,nove dias,14
26191,tropas federais,14
26190,Vera Cruz,14
26189,doação eleitoral,14
26185,durante reunião,14
26176,campo magnético,14
26171,Nunes Maia,14
26166,Jorge Luz,14
26156,diz Segundo,14
26155,dados mostram,14
26146,meio milhão,14
26138,Sérgio Côrtes,14
26128,responsabilidade sobre,14
26126,Centro Administrativo,14
26114,outros delatores,14
26096,determinou nesta,14
26091,forma dissimulada,14
26088,contrato fictício,14
26087,Marisa Leticia,14
25507,relatou ter,14
25664,milhões destinados,14
25495,afastou Aécio,14
24804,Jato Lula,14
24843,Barroso Rosa,14
24838,Direito Constitucional,14
24829,longa data,14
24828,Ministro Gilmar,14
24826,Federal decidiu,14
24819,Haberbeck Brandão,14
24818,dois imóveis,14
24817,desde 2002,14
24806,Lula deve,14
24803,sendo julgado,14
24753,ter passado,14
24794,Para fazer,14
24790,novo sistema,14
24785,capital fluminense,14
24769,Índia China,14
24768,Brasil Rússia,14
24767,terceiro andar,14
24764,jornalistas sobre,14
24762,Nesse processo,14
24760,algo parecido,14
24846,empresários Joesley,14
24853,combustível sólido,14
24860,tramitação recorde,14
24861,dois planos,14
24979,bilhões segundo,14
24976,história brasileira,14
24963,então relator,14
24954,dar entrada,14
24953,têm condições,14
24942,presidente norteamericano,14
24936,cada país,14
24933,Pública Raul,14
24932,futuro melhor,14
24918,bem menor,14
24914,violência policial,14
24909,qualquer decisão,14
24893,INGLÊS ESTÁ,14
24891,THE ECONOMIST,14
24888,economia americana,14
24881,livros sobre,14
24876,OAS assumiu,14
24872,negou nesta,14
24862,condenação imposta,14
24755,precisava ser,14
24750,disse Por,14
24984,Você precisa,14
24564,José Vicente,14
24613,última década,14
24596,segunda etapa,14
24588,ter atuado,14
24587,dois momentos,14
24580,desde 2005,14
24579,diversas ações,14
24575,médio prazo,14
24573,site oficial,14
24570,Saúde SUS,14
24559,Para ser,14
24747,centro político,14
24557,sendo usado,14
24555,dessa situação,14
24553,língua portuguesa,14
24552,desde 2006,14
24535,senador Zeze,14
24533,ser processado,14
24532,sob acusação,14
25489,realizada nesta,14
24531,ser réu,14
24615,Nesta época,14
24619,dinheiro corrupção,14
24634,Não sabemos,14
24659,tentar fazer,14
24746,governo anterior,14
24745,citar nomes,14
24744,possível candidato,14
24742,Lula sempre,14
24741,dois minutos,14
24739,assistência médica,14
24738,advogado Antônio,14
24737,Maluf PPSP,14
24725,outros depoimentos,14
24722,grupos armados,14
24719,700 milhões,14
24717,após terem,14
24708,Ele sempre,14
24705,ter matado,14
24697,texto diz,14
24694,erros pediu,14
24669,país precisa,14
24668,disso tudo,14
24666,ser ouvidos,14
24982,avaliação sobre,14
24730,presidente Cármen,14
24988,deputada estadual,14
25361,Barbalho PMDBPA,14
25342,primeiro depoimento,14
25341,informação privilegiada,14
25332,empresário afirmou,14
25309,grande questão,14
25308,partir dessa,14
25306,senador Zezé,14
25299,outros serviços,14
25290,cidadãos brasileiros,14
25289,Lúcia disse,14
25288,sobre pessoas,14
25283,fez referência,14
25277,processo ainda,14
25275,Quinta Turma,14
25269,atual crise,14
25265,outros presos,14
25264,ser transferido,14
25258,partidos aliados,14
25257,presidente ainda,14
25252,campanhas presidenciais,14
25352,dificuldades financeiras,14
25368,empresa privada,14
25238,Federação Nacional,14
25376,propaganda eleitoral,14
25477,porque sempre,14
25485,bem menos,14
24991,Minha filha,14
25455,Odebrecht Ambiental,14
25452,contra Aécio,14
25450,resultado positivo,14
25449,situação econômica,14
25443,lamenta profundamente,14
25432,duas medidas,14
25426,empresa estatal,14
25424,porque vai,14
25418,Lula Lula,14
25415,colunadoestadao Facebook,14
25414,Estadão Twitter,14
25412,outros processos,14
25402,manifestou contra,14
25400,sob segredo,14
25394,defesa afirma,14
25388,alguns deputados,14
25246,morreu durante,14
25377,gravações feitas,14
25236,Flávio Borges,14
25034,Recursos Fiscais,14
25084,primeiras horas,14
25082,ajudar outras,14
25077,período eleitoral,14
25071,Meirelles PSD,14
25068,ter deixado,14
25067,exprocurador Marcello,14
25058,mídia social,14
25055,reformas estruturais,14
25047,antes disso,14
25033,tempo Mas,14
25091,novo depoimento,14
25030,britânico The,14
25019,prova documental,14
25013,voltou atrás,14
25011,primeira reunião,14
25007,maiores economias,14
25233,Zwi Skornicki,14
25004,Beto Richa,14
25001,ainda sobre,14
24997,exemplo disso,14
25090,coisa boa,14
25036,expresidente diz,14
25113,Estado democrático,14
25186,papa Francisco,14
25225,diretor jurídico,14
25222,Eles disseram,14
25119,empresário diz,14
25221,Pinheiro disse,14
25220,750 mil,14
25211,especialistas ouvidos,14
25196,dinheiro Ele,14
25187,vai cumprir,14
25204,operação Carne,14
25184,presidente venezuelano,14
25131,dois amigos,14
25122,queria falar,14
25231,qualquer dúvida,14
25128,havia deixado,14
25129,República afirma,14
25223,Luis Lula,14
25151,nota sobre,14
25175,Pronto Atendimento,14
28023,Congresso americano,13
28050,três poderes,13
28069,toma posse,13
28045,isso” disse,13
28038,área rural,13
28066,larga escala,13
28034,Público estadual,13
28073,Ninguém pode,13
28032,Twitter colunadoestadao,13
28031,NAIRA TRINDADE,13
28029,autoridades públicas,13
28046,havia chegado,13
27976,ter decidido,13
28015,segundo relato,13
28011,Complexo Prisional,13
28005,violência física,13
28003,ter realizado,13
27979,onde moram,13
27977,continuam sendo,13
27959,questionada sobre,13
27957,gente fala,13
27944,pôr fim,13
27941,pagamentos ilícitos,13
27929,EUA têm,13
28086,número total,13
27932,tropas americanas,13
27933,dizem ter,13
28083,tomar conta,13
28163,processos julgados,13
28089,Seu pai,13
28101,alega ter,13
28202,vou dar,13
28199,eleições indiretas,13
27917,Cabe recurso,13
28198,Luciana Lóssio,13
28192,imunidade parlamentar,13
28187,Execução Penal,13
28182,Lula falou,13
28181,ficha suja,13
28166,François Hollande,13
28161,outros grupos,13
28158,Martins COM,13
28156,agressão contra,13
28151,conduzido coercitivamente,13
28143,sob ameaça,13
28142,ataques aéreos,13
28140,Resta saber,13
28137,Não sabia,13
28135,pessoas começaram,13
28120,suposto crime,13
28116,estar presente,13
28112,conflito sírio,13
28111,tentar salvar,13
28109,falava sobre,13
28107,ainda outros,13
28104,fatos ilícitos,13
27926,ação conjunta,13
27667,provas coletadas,13
27916,último teste,13
27661,lavar dinheiro,13
27719,outros funcionários,13
27715,qualquer contato,13
27710,documento falso,13
27707,contribuição previdenciária,13
27705,Jacques Wagner,13
27702,Saúde Ricardo,13
27696,exprocuradorgeral Rodrigo,13
27693,horário eleitoral,13
27692,Temer quer,13
27689,ter algum,13
27685,Também nesta,13
27665,Ele argumentou,13
27660,ordens judiciais,13
27730,política Mas,13
27658,vários pontos,13
27652,vamos continuar,13
27651,velha política,13
27650,país Segundo,13
27648,nove pessoas,13
27636,nome dado,13
27630,dois ônibus,13
27628,Paulo Teixeira,13
27626,diz nota,13
27625,debate político,13
27623,Desenvolvimento Sustentável,13
28210,cargo após,13
27728,protestam contra,13
27731,carro roubado,13
27907,2015 Ele,13
27816,mísseis contra,13
27906,documento entregue,13
27904,poderá fazer,13
27890,soldados americanos,13
27887,sanções impostas,13
27882,acusações falsas,13
27872,Pouso Alegre,13
27864,contador João,13
27855,usar armas,13
27849,casa porque,13
27826,pediu nesta,13
27822,demais países,13
27819,ser levada,13
27815,boa oportunidade,13
27741,maior desafio,13
27813,200 anos,13
27801,mil vezes,13
27788,Desde 2014,13
27783,Partido Progressista,13
27779,Imbassahy Secretaria,13
27777,Antônio Andrade,13
27772,buscava contato,13
27765,toda vez,13
27763,ser diferente,13
27746,tratados internacionais,13
27745,Lula pede,13
27744,gente fez,13
28207,grande medida,13
28633,Após ter,13
28218,declarações prestadas,13
28580,Colônia Agroindustrial,13
28615,estados brasileiros,13
28613,informações obtidas,13
28610,Cunha Santos,13
28605,Ricardo Tripoli,13
28602,Ricardo José,13
28597,ser lançado,13
28594,tão pouco,13
28590,boneco gigante,13
28589,novo livro,13
28587,processo licitatório,13
28586,maior cidade,13
28581,diz Lula,13
28569,Nova Zelândia,13
28626,dois grupos,13
28566,Guarda Nacional,13
28564,outras seis,13
28557,grande público,13
28556,Penitenciário Anísio,13
28554,tão logo,13
28552,ano Ele,13
28545,Ele morreu,13
28536,quarto trimestre,13
28534,Costa Marques,13
28514,“Eu queria,13
28501,Web Day,13
28496,proteína animal,13
28622,banqueiro André,13
28632,partido diz,13
28222,13o salário,13
28687,Maus Caminhos,13
27621,cargos comissionados,13
28722,Juan Carlos,13
28720,asilo político,13
28718,Santander Cultural,13
28715,governador Fernando,13
28714,última pesquisa,13
28703,podem ficar,13
28696,Lula segundo,13
28693,Primavera Árabe,13
28691,visita oficial,13
28689,Segundo reportagem,13
28688,Flávio Augusto,13
28685,cidades brasileiras,13
28638,Temer admitiu,13
28684,dívidas trabalhistas,13
28683,primeira noite,13
28669,ser amigo,13
28667,Silvio Santos,13
28663,Jato ministro,13
28656,países onde,13
28655,Patrimônio Histórico,13
28646,Teatro Municipal,13
28645,Saddam Hussein,13
28644,século passado,13
28640,oito ministros,13
28639,Márcio Faria,13
28492,Alexandre Baldy,13
28483,vai bem,13
28482,fase inicial,13
28292,Sol Nascente,13
28345,sendo usada,13
28339,Região Central,13
28329,negociações sobre,13
28326,Bruno Fernandes,13
28318,maneira independente,13
28317,sanitários específicos,13
28316,requisitos sanitários,13
28315,exigem requisitos,13
28312,União CGU,13
28308,João Dória,13
28298,quantas vezes,13
28294,bom resultado,13
28282,atos praticados,13
28481,Região TRF1,13
28277,Eduardo Guimarães,13
28269,sistema jurídico,13
28266,pode pedir,13
28252,Lula negou,13
28247,real propriedade,13
28243,nome fictício,13
28239,maioridade penal,13
28238,Benedicto Júnior,13
28237,120 milhões,13
28228,pode servir,13
28227,pessoas incluindo,13
28223,aumento salarial,13
28348,Uma grande,13
28355,pode impedir,13
28356,Ministério Público”,13
28358,Ela chegou,13
28477,2016 durante,13
28474,Pauderney Avelino,13
28471,vai buscar,13
28467,Investimentos PPI,13
28456,outra frente,13
28450,restos mortais,13
28433,Deputado Federal,13
28428,Força Armada,13
28426,Daniel Gerber,13
28425,lobistas Mauro,13
28422,fatos novos,13
28416,pouco maior,13
28414,próprio corpo,13
28413,ateou fogo,13
28404,Bahia Odebrecht,13
28403,Marcelo Bahia,13
28394,amigo pessoal,13
28393,qualquer situação,13
28389,moeda virtual,13
28385,ter filhos,13
28383,ser algo,13
28377,quis falar,13
28368,Milton Nascimento,13
28366,perseguição contra,13
28363,senhor Marcelo,13
27622,mandato cassado,13
26950,diz Janot,13
27615,real sequer,13
26819,diferentes países,13
26883,conversar sobre,13
26880,sido usado,13
26873,fez delação,13
26862,Justiça decretou,13
26861,parecia ser,13
26855,notícias Reuters,13
26849,Carlos Lima,13
26846,chanceler alemã,13
26843,Temer cometeu,13
26842,divulgou vídeo,13
26841,ministro Raul,13
26834,daquela época,13
26805,novo projeto,13
26891,sobre crimes,13
26804,Segundo Temer,13
26802,bem melhor,13
26790,pacote anticorrupção,13
26789,iniciativa popular,13
26779,Cada vez,13
26773,economia mundial,13
26768,Não apenas,13
26752,Pela manhã,13
26746,julgamento ocorreu,13
26745,previdência privada,13
26744,quatro absolvidos,13
26742,nunca vai,13
26886,100 bilhões,13
26894,realizado nesta,13
27076,juiz afirmou,13
26996,chapa presidencial,13
27059,desse projeto,13
27045,encontro Temer,13
27039,três empresas,13
27036,jovens negros,13
27031,vai ajudar,13
27029,partir desse,13
27026,violência urbana,13
27019,Juca Bala,13
27014,Federal afirmou,13
27010,qualquer possibilidade,13
27007,relacionamento abusivo,13
26997,Maia afirmou,13
26985,ministros Luís,13
26896,única forma,13
26980,governo disse,13
26969,jogo político,13
26966,Mas tudo,13
26948,três homens,13
26946,governo interino,13
26930,cientistas políticos,13
26928,desobediência civil,13
26917,nova etapa,13
26915,ser fácil,13
26913,Departamento Nacional,13
26911,Nelson Leal,13
26900,duas filhas,13
26730,bem longe,13
26723,suspeitas sobre,13
26720,maioria simples,13
26482,Por unanimidade,13
26561,bem perto,13
26552,São pessoas,13
26547,ainda diz,13
26543,vários casos,13
26509,bem sucedido,13
26508,texto publicado,13
26498,processo político,13
26495,sido entregue,13
26493,disse esperar,13
26488,Roberto Moreira,13
26487,Okamotto presidente,13
26484,desembargador Victor,13
26479,outros agentes,13
26719,Ele responde,13
26474,Nacional Constituinte,13
26469,ainda ter,13
26468,onde passou,13
26462,São dois,13
26455,federal Sergio,13
26449,cada cinco,13
26433,região sul,13
26430,impacto ambiental,13
26429,grande impacto,13
26424,bons resultados,13
26418,valores pagos,13
27608,importante lembrar,13
26567,entender melhor,13
26572,arte contemporânea,13
26583,pessoas citadas,13
26592,mil moradores,13
26718,grande influência,13
26715,quero fazer,13
26713,ato político,13
26712,conta ter,13
26708,Secretaria Geral,13
26706,Para chegar,13
26701,ser apresentada,13
26689,ter conversado,13
26688,Ele declarou,13
26677,taxa básica,13
26668,alto grau,13
26666,deve haver,13
26665,afirmou Para,13
26662,alto custo,13
26654,movimento estudantil,13
26646,Desse total,13
26642,deve deixar,13
26630,ter relação,13
26628,Preso desde,13
26627,“Não existe,13
26622,afirmou Não,13
26619,Pezão PMDB,13
26617,ser realizadas,13
26613,própria mãe,13
26609,deixa dúvidas,13
27065,carga horária,13
26711,Marcelo Yuka,13
27080,documentos apreendidos,13
27416,procurador Rodrigo,13
27471,Dilma sobre,13
27470,Eduardo Alckmin,13
27467,cujo nome,13
27460,área internacional,13
27451,povo brasileiro”,13
27450,vereadora Marielle,13
27432,Primeiro porque,13
27428,algum problema,13
27425,ser indicado,13
27423,Dan Stulbach,13
27419,chapa Dilma,13
27418,Federal autorizou,13
27415,OAS pagou,13
27343,desse país,13
27412,dinheiro Segundo,13
27411,115 milhões,13
27410,indicadores econômicos,13
27407,Processo Civil,13
27405,ministro Henrique,13
27396,Dilma sabia,13
27382,Mas hoje,13
27376,Reinaldo Azambuja,13
27368,possível perceber,13
27363,governo Não,13
27360,vai propor,13
27354,Marun disse,13
27472,país segundo,13
27486,primeira metade,13
27487,efeitos colaterais,13
27495,embargos infringentes,13
27604,Para Janot,13
27093,reformas realizadas,13
27600,Giles Azevedo,13
27593,ser inocente,13
27587,Janot disse,13
27585,nova onda,13
27582,novo tipo,13
27576,Popular Democrática,13
27565,nega ser,13
27562,medidas judiciais,13
27560,conversas reservadas,13
27557,Câmara aprovou,13
27555,presos preventivamente,13
27552,Operação Ouro,13
27549,têm interesse,13
